Molecule Name,SMILES,% inhibition of HepG2 cell line: PCT_INHIB_HEPG2 (%)
TCMDC-140545,OC(=O)C(F)(F)F.CC(C)CNCc1cccc(-c2ccc(CN(CCCN3CCN(C)CC3)C(=O)/C=C/c3ccccc3)cc2)c1,48
TCMDC-140585,OC(=O)C(F)(F)F.CC(C)CNCc1ccc(-c2cccc(CN(C3CCN(Cc4ccccc4)CC3)C(=O)Nc3ccccc3)c2)cc1,48
TCMDC-140934,OC(=O)C(O)=O.COc1cc(NC(=O)/C=C/c2ccccc2Cl)cc(OCCN2CCC(O)(c3ccccc3)CC2)c1,48
TCMDC-141154,Cl.NCC1(c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)CCCCC1,48
TCMDC-141463,O[C@H]([C@@H](O)C(O)=O)C(O)=O.Fc1cccc(CCc2cc(=O)c3cccnc3n2CC(=O)N(CCN2CCCC2)Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)c1F,48
TCMDC-142051,O=N(=O)c1ccc(/C=N/Nc2cc(-c3ccccc3)nc3ccccc23)o1,48
TCMDC-142179,Cl.CC1(C)N=C(N)N=C(N)N1c1ccc2ccccc2c1,48
TCMDC-142315,OC(=O)/C=C\C(O)=O.C(CNc1ccnc2ccccc12)COc1cccc(CN2CCCCC2)c1,48
TCMDC-123486,Nc1ccc(-c2nc3cc(Cc4ccc5[nH]c(-c6ccc(N)cc6)nc5c4)ccc3[nH]2)cc1,47
TCMDC-123490,CC(C)(C)C1=CC(=NNC(=O)c2ccncc2)C=C(C(C)(C)C)C1=O,47
TCMDC-123691,Cc1ccnc(NC(c2ccc(Cl)c(N(=O)=O)c2)c2ccc3cccnc3c2O)c1,47
TCMDC-124364,CN(c1ccccc1C(=O)Nc1cc(Cl)ccc1Oc1ccccc1)S(=O)(=O)c1ccccc1,47
TCMDC-124372,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccc(N2CCOCC2)c(N(=O)=O)c1,47
TCMDC-124443,CC1CCCCC1N(C)C1CCN(CCCNC(=O)C=Cc2cccc(C(F)(F)F)c2)CC1,47
TCMDC-124486,COc1ccc(C=C2SC(=N)N(c3ccccc3OC)C2=O)cc1,47
TCMDC-124672,CCN1C(c2ccc(Cl)cc2)C(CNCc2ccccc2O)CC1(C)CO,47
TCMDC-124740,CCCN(Cc1ccc(OCC)cc1)Cc1cc(=O)c2cc(Cl)ccc2[nH]1,47
TCMDC-124963,COc1cccc(C(=O)Nc2ccc(Nc3nc(C)cc(N4CCCCC4)n3)cc2)c1OC,47
TCMDC-125250,COc1ccccc1CNC(=O)c1cc(C2CC2)nc2n(C(C)C)ncc12,47
TCMDC-125309,Br.CCCCCCCCn1c2c(c(=N)c3c1CCC3)CCC2,47
TCMDC-125345,COc1cc(OC)cc(C(=O)Nc2nc(-c3ccccn3)cs2)c1,47
TCMDC-125432,O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(S(=O)(=O)N2CCc3ccccc32)cc1,47
TCMDC-125520,CC(C)c1ccc(NC(=S)NN=Cc2ccccn2)cc1,47
TCMDC-125551,Cc1ccc(C(NC(=O)Cc2ccccc2)c2ccc3cccnc3c2O)cc1,47
TCMDC-125805,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccc(-c2cccc(N(=O)=O)c2)o1,47
TCMDC-131367,Cl.Nc1nc(N)c(OCCCOc2ccc(Br)cc2CC=C)c(N)n1,47
TCMDC-132198,NC(=O)c1cccc(C(=O)Nc2cccc(-c3cccc(-c4nc5cc(F)ccc5[nH]4)c3)c2)c1,47
TCMDC-132228,OC(=O)C(F)(F)F.O=S(=O)(NCCN1CCCC1)c1ccc(-c2ccc(CNCc3ccccc3)cc2)cc1,47
TCMDC-132234,OC(=O)C(F)(F)F.O=S(=O)(NCCN1CCCC1)c1ccc(-c2ccc(CNC3Cc4ccccc4C3)cc2)s1,47
TCMDC-132910,OC(=O)C(F)(F)F.Cc1cccc2nc(-c3cccc(-c4cccc(CN5CCN(c6ccncc6)CC5)c4)c3)[nH]c12,47
TCMDC-133092,OC(=O)C(F)(F)F.FC(F)(F)c1ccc2[nH]c(-c3ccc(-c4ccc(CNCC5CCCO5)cc4)s3)nc2c1,47
TCMDC-133181,Clc1ccc(NC(=O)Nc2ccc(-c3ccc(-c4nc5ccccc5[nH]4)cc3)cc2)cc1,47
TCMDC-133430,OC(=O)C(F)(F)F.Nc1nccc2ccc(-c3cccc(OCc4ccccc4)c3)cc12,47
TCMDC-133510,Cc1ccccc1C1CCN(C2CCC(NC(=O)/C=C/c3cc(F)ccc3F)CC2)CC1,47
TCMDC-133838,OC(=O)C(F)(F)F.NC1CCN(Cc2ccc(-c3cccc(-c4nc5cc(F)ccc5[nH]4)c3)cc2)C1,47
TCMDC-133839,OC(=O)C(F)(F)F.NC1CCCN(Cc2cccc(-c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cc3)c2)C1,47
TCMDC-133909,OC(=O)C(F)(F)F.CN1CCCC(CN2CCN(Cc3cccc(-c4ccc(-c5nc6cccc(C)c6[nH]5)s4)c3)CC2)C1,47
TCMDC-133943,OC(=O)C(F)(F)F.FC(F)(F)c1ccc2[nH]c(-c3ccc(-c4cccc(CN5CCN(CCN6CCOCC6)CC5)c4)cc3)nc2c1,47
TCMDC-134346,OC(=O)C(F)(F)F.CC(C)c1ccc(CN2CCC(NC(=O)c3ccc(-c4cccc(F)c4)s3)CC2)cc1,47
TCMDC-134422,OC(=O)C(F)(F)F.FC(F)(F)c1cccc(-c2csc(C(=O)NCC3CCN(CC4CCCCC4)C3)c2)c1,47
TCMDC-134425,OC(=O)C(F)(F)F.CC(C)(C)CCN1CCC(CNC(=O)c2cc(-c3cccc(C(F)(F)F)c3)cs2)C1,47
TCMDC-134597,OC(=O)C(F)(F)F.Clc1cccc(CCNC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)c1Cl,47
TCMDC-135126,OC(=O)C(F)(F)F.Cc1ccc(NC(=O)c2ccc(N3CCN(c4ccncc4)CC3)cc2)cc1F,47
TCMDC-135414,CN(C)CCNC(=O)c1ccc2n(CC3CCCCC3)c(=O)n(C3CCN(S(=O)(=O)c4ccc(-c5ccccc5)cc4)CC3)c2c1,47
TCMDC-135476,COc1cccc2c1CCN(CCN1CCC(NC(=O)c3ccc(-c4cccc(Cl)c4Cl)cc3)CC1)C2,47
TCMDC-135628,Cl.Clc1cccc(/C=C/C(=O)Nc2ccc3nc(CN4CCCC4)ccc3c2)c1,47
TCMDC-135629,Cl.Clc1ccc(/C=C/C(=O)Nc2ccc3nc(CN4CCCC4)ccc3c2)cc1,47
TCMDC-135836,FC(F)(F)c1cc(NC(=O)N2CCN(CCCCCCNC(=O)/C=C/c3ccc(Cl)c(Cl)c3)CC2)ccc1Cl,47
TCMDC-135937,FC(F)(F)c1ccc(NC(=O)N2CCCN(CCCCCCNC(=O)/C=C/c3ccc(Cl)c(Cl)c3)CC2)cc1,47
TCMDC-135943,FC(F)(F)c1ccc(NC(=O)N2CCN(C(=O)/C=C/c3ccc(Cl)c(Cl)c3)CC2)cc1,47
TCMDC-136004,Cl.NCc1ccc(Nc2nccc(Nc3ccc(-c4ccccc4)cc3)n2)cc1,47
TCMDC-136123,Clc1ccc(/C=C/C(=O)NCCCCCN2CCC(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)cc1,47
TCMDC-136201,OC(=O)C(F)(F)F.CN1CCC(NCc2ccc(S(=O)(=O)Nc3ccc(Oc4cccc(Cl)c4)cc3)cc2)CC1,47
TCMDC-136396,OC(=O)C(F)(F)F.Cc1cccc(CN2CCCN(Cc3ccc(C(=O)Nc4ccc(C)c(F)c4)cc3)CC2)c1,47
TCMDC-136411,OC(=O)C(F)(F)F.CCCCCCN1CCCN(Cc2ccc(C(=O)Nc3ccc(C)c(F)c3)cc2)CC1,47
TCMDC-136422,OC(=O)C(F)(F)F.CCCc1ccc(NC(=O)c2ccc(CN3CCCN(Cc4ccc(OC)cc4)CC3)cc2)cc1,47
TCMDC-136912,CC(=O)Nc1ncc(C(=O)Nc2ccc(-c3cccc(-c4nc5cc(F)ccc5[nH]4)c3)cc2)s1,47
TCMDC-137004,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,47
TCMDC-137346,CCOC(=O)C(=CNc1ccc(Cc2cnc(N)nc2N)cc1CC)C(=O)OCC,47
TCMDC-137491,Cl.CC1(C)N=C(N)N=C(N)C1c1ccc(Cl)c(Cl)c1,47
TCMDC-137669,Cl.CC(=NNC(N)=N)c1ccc2c(ccc3ccccc23)c1,47
TCMDC-138095,Cl.Cc1cc(N)nc2cc(CNCCc3ccccc3Br)ccc12,47
TCMDC-138215,OC(=O)/C=C/C(O)=O.COc1ccc(N2CCN(CCCN3CCN(C(=O)c4ccc(/C=C/c5ccc(Cl)c(Cl)c5)cc4)CC3)CC2)c(OC)c1,47
TCMDC-138395,CN1CCN(Cc2ccc(-c3ccc4c(Nc5ccc(Cl)cc5F)ccnc4c3)o2)CC1,47
TCMDC-138527,CC(O)=O.CC(C)c1ccc(C2CCN(CCCCNC(=O)c3ccc(NC(=O)c4ccc(C(F)(F)F)cc4)cc3)CC2)c(O)c1,47
TCMDC-138605,O=C(NCCCN1CCCCC1)c1cccc(Nc2nccc(Nc3ccc(Oc4ccccc4)cc3)n2)c1,47
TCMDC-138625,COc1ccc(C(=O)C2CCN(CCCCNC(=O)c3ccc(NC(=O)c4ccc(Cl)cc4)cc3)CC2)c(OC)c1,47
TCMDC-138791,Cl.COc1cccc(-c2cnc(N)c(-c3nc4ccc(F)cc4[nH]3)c2)c1,47
TCMDC-138927,OC(=O)C(F)(F)F.Cc1csc2nc(-c3ccccn3)nc(Nc3ccncn3)c12,47
TCMDC-139070,Cl.Nc1ccnc2ccc(NC(=O)CCCCCc3ccccc3)cc12,47
TCMDC-139107,Cl.CN(C)CCOc1cc(NC(=O)Nc2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)ccc1I,47
TCMDC-139512,Clc1ccc(/C=C/C(=O)NCCCCCN2CC[C@H](NC(=O)Nc3ccc(Oc4ccccc4)cc3)C2)cc1Cl,47
TCMDC-139939,Brc1ccc(C=CC(=O)N2CCC(CCN3CCC(c4c[nH]c5ccccc45)CC3)CC2)cc1,47
TCMDC-139975,Cl.COc1ccccc1/C=C/C(=O)NC1CCC(CCN2CCc3ccc(-c4cc(C)no4)cc3CC2)CC1,47
TCMDC-140006,Fc1ccccc1/C=C/C(=O)NCCC1CCN(CCCCCNC(=O)/C=C/c2ccc(Cl)c(Cl)c2)CC1,47
TCMDC-140148,Clc1ccc(-c2ccc(CNCCCN3CCCC3)cc2)cc1,47
TCMDC-140270,OC(=O)C(F)(F)F.CN1CCC[C@H]1COc1ccc(CN2CC[C@H](NC(=O)c3ccc(Cl)c(Cl)c3)C2)c2ccccc12,47
TCMDC-140983,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2ccccc12,47
TCMDC-141047,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCNC(C)(C)CN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(CCc2cccc(F)c2F)nc(=O)c2ccccc12,47
TCMDC-141270,OC(=O)C(F)(F)F.CCCC(C)NC(=O)[C@H]1CNCCN1C(=O)CCCc1ccccc1,47
TCMDC-141282,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)s3)cc2)C(=O)Cn2c(CCc3cccc(F)c3F)nc(=O)c3ccccc23)CC1,47
TCMDC-141399,OC(=O)C(F)(F)F.CN(C)CC(O)COc1ccc(Nc2ncc(N(=O)=O)c(Nc3ccccc3O)n2)cc1,47
TCMDC-123890,CCCSc1nc2c(c(=O)n1CCc1ccccc1)C1(Cc3c-2cccc3)CCCC1,46
TCMDC-123991,Nc1nc(N)c2c3ccn(CC4CC4)c3ccc2n1,46
TCMDC-123997,Cc1ccnc(NC(c2cccc(Cl)c2Cl)c2ccc3cccnc3c2O)c1,46
TCMDC-124094,CCOc1cc(C=NNc2nc(C)cc(-n3nc(C)cc3C)n2)ccc1O,46
TCMDC-124204,COc1nc(Nc2cccc(C)c2)nc(OC)n1,46
TCMDC-124550,C1Oc2cc3nc(Nc4nc(-c5ccccn5)cs4)sc3cc2O1,46
TCMDC-124731,CCCN1CCN(CCCNC(=O)c2cc3c(-c4ccc(Cl)cc4)nn(C)c3s2)CC1,46
TCMDC-124767,CCCOc1ccccc1C(=O)Nc1nonc1-c1ccc(OCC)c(OCC)c1,46
TCMDC-124851,Oc1cc(C2CCN(Cc3cccc(CC=C)c3O)CC2)nc(-c2ccccn2)n1,46
TCMDC-124985,CCNc1cc(C)nc(Nc2ccc(NC(=O)c3ccccc3Br)cc2)n1,46
TCMDC-125549,COc1ccc(C(=O)NC(c2ccc(Cl)cc2Cl)c2cc(Cl)c3cccnc3c2O)cc1,46
TCMDC-125553,OC(CN(C1CCCCC1)C1CCCCC1)CN1c2ccccc2Sc2ccccc21,46
TCMDC-125560,CC(C)c1ccc(C(NC(=O)C2CCCCC2)c2ccc3cccnc3c2O)cc1,46
TCMDC-125606,Br.CCCCCCCn1c2c(c(=N)c3c1CCCC3)CCC2,46
TCMDC-125838,C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,46
TCMDC-131588,Br.CC1CCC2(CC1)N=C(N)N=C(N)N2OCc1ccc(Br)c2ccccc12,46
TCMDC-132017,COc1ccc(CCNc2nc(NCc3ccccc3)c3cc(OC)c(OC)cc3n2)cc1OC,46
TCMDC-132156,O=C(CCc1c[nH]cn1)Nc1ccc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,46
TCMDC-132205,CCN([C@H]1CCN(Cc2ccccc2)C1)c1cc(C)nc(Nc2ccc(Cl)cc2)n1,46
TCMDC-132337,CC(O)C1CCCCN1C(=O)c1cccc(-c2ccc(-c3nc4cc(F)ccc4[nH]3)cc2)c1,46
TCMDC-132563,OC(=O)C(F)(F)F.C(NCc1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1)c1ccsc1,46
TCMDC-132567,OC(=O)C(F)(F)F.CN(C)CCN(C)Cc1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1,46
TCMDC-132580,OC(=O)C(F)(F)F.Cc1ccc(Cn2nc(N3CCNCC3)ccc2=O)cc1NC(=O)Nc1ccc(-c2ccccc2)cc1,46
TCMDC-132594,OC(=O)C(F)(F)F.CN1CCCN(Cc2ccc(-c3ccc(NC(=O)c4cccc(C#N)c4)cc3)cc2)CC1,46
TCMDC-132633,OC(=O)C(F)(F)F.OC1CCN(Cc2ccc(-c3cccc(NC(=O)c4ccc(Cl)cc4)c3)cc2)CC1,46
TCMDC-132883,Cc1cccc(C)c1C1CCN(CCCCNC(=O)c2cc3ccccc3[nH]2)CC1,46
TCMDC-133133,OC(=O)C(F)(F)F.Nc1ncc(-c2cccc(F)c2)cc1-c1nc2cc(C#N)ccc2[nH]1,46
TCMDC-133193,O=C(Nc1cccc(C#N)c1)Nc1cccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)c1,46
TCMDC-133216,Fc1ccc2[nH]c(-c3cccc(-c4cccc(NC(=O)Nc5ccsc5)c4)c3)nc2c1,46
TCMDC-133244,COc1ccc(NC(=O)Nc2cccc(-c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cc3)c2)cc1,46
TCMDC-133272,Cc1cccc2nc(-c3ccc(-c4cccc(NC(=O)Nc5ccc(Cl)c(Cl)c5)c4)s3)[nH]c12,46
TCMDC-133287,Fc1cccc(CNC(=O)Nc2ccc(-c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cc3)cc2)c1,46
TCMDC-133293,Fc1cccc(CNC(=O)Nc2cccc(-c3ccc(-c4nc5cc(F)ccc5[nH]4)cc3)c2)c1,46
TCMDC-133294,Cc1cccc2nc(-c3ccc(-c4ccc(NC(=O)NCc5cccc(F)c5)cc4)cc3)[nH]c12,46
TCMDC-133309,Cl.CCN(CCO)CCc1cccc(Nc2nccc(-c3c(-c4ccc(NC(=O)N(CC)CC)cc4)nn4ccccc34)n2)c1,46
TCMDC-133505,Cc1ccccc1C1CCN(C2CCC(NC(=O)/C=C/c3cccc(F)c3)CC2)CC1,46
TCMDC-133560,Nc1ncc(-c2cn[nH]c2)cc1-c1nc2ccc(Cl)cc2[nH]1,46
TCMDC-133587,OC(=O)C(F)(F)F.FC(F)(F)c1ccc(NC(=O)NC2CCN(c3ccnc4ccccc34)CC2)cc1,46
TCMDC-133703,Cc1ccc(C)c(NC(=O)Nc2ccc(C)c(-c3ccc(C(=O)Nc4ccncc4)cc3)c2)c1,46
TCMDC-133829,OC(=O)C(F)(F)F.OC1CCCN(Cc2ccc(-c3ccc(-c4nc5ccccc5[nH]4)cc3)cc2)C1,46
TCMDC-133887,OC(=O)C(F)(F)F.Fc1ccc2[nH]c(-c3cccc(-c4ccc(CN5CCCCC5)cc4)c3)nc2c1,46
TCMDC-133895,OC(=O)C(F)(F)F.CN(C1CCN(Cc2ccc(-c3ccc(-c4nc5cc(F)ccc5[nH]4)s3)cc2)C1)C(C)=O,46
TCMDC-134112,Cc1oc(-c2ccccc2)cc1C(=O)NC1CCC(N2CCC(c3ccccc3C)CC2)CC1,46
TCMDC-134281,OC(=O)C(F)(F)F.Clc1ccc2nccc(N3CCC(CN4CCC(c5c[nH]c6ccccc56)CC4)CC3)c2c1,46
TCMDC-134309,CS(=O)(=O)Cc1ccc(Nc2nccc(N3CCCc4cc(NC(=O)Nc5cccc(C(F)(F)F)c5)ccc43)n2)cc1,46
TCMDC-134338,OC(=O)C(F)(F)F.Clc1cccc(-c2ccc(C(=O)NC3CCN(Cc4ccc5c(c4)OCCO5)CC3)s2)c1,46
TCMDC-134345,OC(=O)C(F)(F)F.CC(C)c1ccc(CN2CCC(NC(=O)c3ccc(-c4ccccc4F)s3)CC2)cc1,46
TCMDC-134406,OC(=O)C(F)(F)F.COc1ccc(F)cc1-c1cccc(CNC2CCN(CC3Cn4c5c3c(F)ccc5ccc4=O)CC2)c1,46
TCMDC-134443,OC(=O)C(F)(F)F.CC(C)(C)c1ccc(CN2CCC(CNC(=O)c3cc(-c4ccccc4F)cs3)C2)cc1,46
TCMDC-134629,OC(=O)C(F)(F)F.Clc1cc(C(=O)Nc2ccc(N3CCC(Nc4ccccn4)CC3)cc2)cnc1Cl,46
TCMDC-134683,NCCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,46
TCMDC-135058,CC1CN(C[C@@H](O)C2CCN(c3ccnc(Cl)c3)CC2)CCC12CNc1cc(C)ccc12,46
TCMDC-135410,CCC(=O)N[C@@H]1CN[C@@H](C#Cc2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)C1,46
TCMDC-135452,C[C@@H](Oc1cc(-n2cnc3cc(SCCN4CCN(C)CC4)ccc23)sc1C(N)=O)c1ccccc1Cl,46
TCMDC-135792,COc1cc(CS(C)(=O)=O)ccc1Nc1nccc(-c2c(-c3cccc(NC(=O)c4c(F)cccc4F)c3)nn3ccccc23)n1,46
TCMDC-135856,CC(C)CN1CCC(COc2ccc3ncn(-c4cc(O[C@H](C)c5ccccc5C(F)(F)F)c(C(N)=O)s4)c3c2)CC1,46
TCMDC-135962,OC(=O)C(F)(F)F.Clc1ccc(NC(=O)c2cccc(CN3CCCN(Cc4cccc(C#N)c4)CC3)c2)cc1,46
TCMDC-135986,OC(=O)C(F)(F)F.COc1ccc(CN2CCCN(Cc3cccc(C(=O)Nc4ccc(C(C)(C)C)cc4)c3)CC2)cc1,46
TCMDC-136249,Fc1ccc(NC(=O)NC2CCN(CCCCCNC(=O)C3CC3c3ccc(Cl)c(Cl)c3)CC2)cc1,46
TCMDC-136258,Fc1cc(Cl)ccc1NC(=O)NC1CCN(CCCCCNC(=O)C2CC2c2ccc(Cl)c(Cl)c2)CC1,46
TCMDC-136270,Fc1ccc(NC(=O)N[C@H]2CCN(CCCCCNC(=O)C3CC3c3ccc(Cl)c(Cl)c3)C2)cc1C(F)(F)F,46
TCMDC-136290,Cl.CCc1cc(CNC2CCN(CCc3c(F)cnc4ccc(OC)nc34)CC2)cc2c1OCCO2,46
TCMDC-136401,OC(=O)C(F)(F)F.Clc1ccc(NC(=O)c2ccc(CN3CCCN(Cc4ccccc4)CC3)cc2)cc1,46
TCMDC-136409,OC(=O)C(F)(F)F.COc1ccc(CN2CCCN(Cc3ccc(C(=O)Nc4ccc(Cl)cc4)cc3)CC2)cc1,46
TCMDC-136413,OC(=O)C(F)(F)F.CC(C)CCN1CCCN(Cc2ccc(C(=O)Nc3ccc(Cl)cc3)cc2)CC1,46
TCMDC-136471,CN1CCC(Oc2ccc(Nc3nccc(NCC(O)c4ccccc4)n3)cc2Cl)CC1,46
TCMDC-136789,CNCc1ccc(-c2ccc3ccnc(N)c3c2)cc1,46
TCMDC-136832,CC(=O)Nc1ccc(C(=O)Nc2cccc(-c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cc3)c2)cn1,46
TCMDC-136931,Fc1ccc2[nH]c(-c3ccc(-c4cccc(NC(=O)c5cccnc5)c4)s3)nc2c1,46
TCMDC-136958,Cc1cccc2nc(-c3ccc(-c4cccc(NC(=O)c5ccncc5)c4)cc3)[nH]c12,46
TCMDC-137091,Cc1nnsc1C(=O)Nc1cccc(-c2ccc(-c3nc4cccc(C)c4[nH]3)s2)c1,46
TCMDC-137374,Cc1nc(N)nc(N)c1-c1ccc(Br)cc1,46
TCMDC-137394,Cc1nc(C)c(-c2ccc(Oc3cccc(Cl)c3)cc2)c(O)c1Br,46
TCMDC-138617,C(N1CCOCC1)c1ccc(Nc2nccc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1,46
TCMDC-138674,COc1ccc(NC(=O)c2ccc(C=Cc3ccc(C(F)(F)F)cc3)cc2)cc1N1CCN(C)CC1,46
TCMDC-138708,OC=O.Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCCC1(c2ccccc2)CCN(C(=O)OCc2ccccc2)CC1,46
TCMDC-138778,Cn1cc(C2CCN(CCCCNC(=O)c3sc(-c4ccc(C(F)(F)F)cc4)nc3CO)CC2)c2ccccc12,46
TCMDC-138797,COc1ccccc1CCN(C)CCN1CCC(NC(=O)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)CC1,46
TCMDC-138819,COc1cccc(C2CCN(CCN3CCC(NC(=O)c4ccc(-c5ccc(C(F)(F)F)cc5)cc4)CC3)CC2)c1,46
TCMDC-139038,Cl.CO/C(=C\C=C\c1cc2cc(Cl)c(Cl)cc2[nH]1)C(=O)NC1CC2CCC(C1)N2C,46
TCMDC-139136,Cl.CN(C)CCCOc1cc(NC(=O)Nc2ccc(-c3ccncc3)c3ccccc23)ccc1I,46
TCMDC-139211,Clc1cccc(/C=C/C(=O)NCCCCCN2CCC(c3c[nH]c4ccccc34)CC2)c1,46
TCMDC-139248,CO/C(=C\C=C\c1cc2cc(Cl)c(Cl)cc2[nH]1)C(=O)NCCCN1CCN(c2cccc(O)c2)CC1,46
TCMDC-139626,Clc1ccc(NC(=O)NCC(CCN2CCC(c3c[nH]c4ccccc34)CC2)c2ccccc2)cc1Cl,46
TCMDC-139712,Oc1ccccc1/C=C/C(=O)N1CCC(CCN2CCC(c3c[nH]c4ccccc34)CC2)CC1,46
TCMDC-139836,Clc1ccc(/C=C/C(=O)N2CCC(CCN3CCC(c4c[nH]c5cc6c(cc45)OCO6)CC3)CC2)cc1Cl,46
TCMDC-139904,Cc1ccc(C)c(C=CC(=O)NC2CCC(CN3CCC(c4c[nH]c5ccccc45)CC3)CC2)c1,38
TCMDC-139904,Cc1ccc(C)c(C=CC(=O)NC2CCC(CN3CCC(c4c[nH]c5ccccc45)CC3)CC2)c1,46
TCMDC-140146,Cc1cccc2nc(C3CCN(CC4CCN(C(=O)/C=C/c5ccc(Cl)c(Cl)c5)CC4)CC3)[nH]c12,46
TCMDC-140195,Clc1ccc(NC(=O)N2CCC(CN3CCC(c4c[nH]c5ccccc45)CC3)CC2)cc1Cl,46
TCMDC-140177,FC(F)(F)c1ccccc1NC(=O)NC1CCC(CN2CCC(c3c[nH]c4ccccc34)CC2)CC1,34
TCMDC-140177,FC(F)(F)c1ccccc1NC(=O)NC1CCC(CN2CCC(c3c[nH]c4ccccc34)CC2)CC1,46
TCMDC-140404,CCOc1cc(C(=O)NC2CC(C)(C)NC(C)(C)C2)ccc1-c1nc2cc(Cl)ccc2[nH]1,46
TCMDC-140762,Cl.CNCC(C)(C)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,46
TCMDC-140925,CCN(CC)CCN(CCOc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(CC)c(=O)nc1SCc1ccc(F)cc1,46
TCMDC-140976,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c3c(c(=O)nc2SCc2ccc(F)cc2)CCC3)CC1,46
TCMDC-141080,CC(C)(C)NCCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(CCc2cccc(F)c2F)nc(=O)c2ccccc12,46
TCMDC-141370,Cl.COc1cc(NC(=O)c2ccc(-c3ccccc3)cc2)ccc1OCCCN1CCC(c2ccccc2)CC1,46
TCMDC-141454,OC(=O)C(F)(F)F.O=S(=O)(/C=C/c1ccccc1)N(CC1CCCCN1)Cc1ccc(-c2ccc(CNCCc3ccccn3)cc2)cc1,46
TCMDC-123459,Nc1ccc(-c2nc3ccc(-c4ccc5nc(-c6ccc(N)cc6)[nH]c5c4)cc3[nH]2)cc1,45
TCMDC-123558,Cc1sc2nc(C)nc(SCC(=O)N3CCCC3=O)c2c1C,45
TCMDC-123637,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1cccc(N(=O)=O)c1,45
TCMDC-123985,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,45
TCMDC-124081,CCCCCCc1cc2cc(-c3nc(-c4ccc(OC)cc4)cs3)c(=O)oc2cc1O,45
TCMDC-124162,FC(F)(F)c1cccc(Nc2nc3ccccc3nc2Nc2cccc(C(F)(F)F)c2)c1,45
TCMDC-124275,N(c1nc(-c2ccccn2)cs1)c1ccccn1,45
TCMDC-124361,Clc1ccc2nc(-c3cccnc3)cc(C(=O)Nc3cccnc3)c2c1,45
TCMDC-125565,Oc1c(C(Nc2nc3ccccc3s2)c2ccccc2)ccc2cccnc12,45
TCMDC-125705,Cc1ccc(-c2nc3ccccc3o2)cc1NCc1cc(Cc2ccccc2)ccc1O,45
TCMDC-125769,Br.Cc1ccnc(Nc2nc(-c3ccccn3)cs2)c1,45
TCMDC-131277,Br.CC(C)(Cc1ccc(Cl)cc1)NCCCCCCNCCc1ccc(O)c(O)c1,45
TCMDC-131281,Br.CCCCc1ccc(CCNCCCCCCNCCc2ccc(O)c(O)c2)cc1,45
TCMDC-131803,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2c(Br)c(OC)c(OC)cc21,45
TCMDC-131823,Nc1nc(O)c2cc(CN(CC#C)c3ccc(C(=O)N[C@@H](CCC(O)=O)C(O)=O)cc3)ccc2n1,45
