Molecule Name,SMILES,% inhibition of HepG2 cell line: PCT_INHIB_HEPG2 (%)
TCMDC-141505,OC(=O)C(F)(F)F.CN1CCC(C(=O)N(Cc2ccc(-c3ccc(CNCCc4ccc(S(C)(=O)=O)cc4)cn3)cc2)Cc2ccc3c(c2)OCO3)CC1,16
TCMDC-141529,OC(=O)C(F)(F)F.CCCNCc1ccc(-c2ccc(CN(Cc3ccc4c(c3)OCO4)C(=O)Cc3cccnc3)cc2)nc1,16
TCMDC-141540,OC(=O)C(F)(F)F.CCCNCc1ccc(-c2ccc(CN(CCOC)C(=O)c3ccccc3)cc2)nc1,16
TCMDC-141647,OC(=O)C(F)(F)F.COc1ccc(CNCc2ccc(-c3ccc(CNCCc4ccccc4)cn3)cc2)cn1,16
TCMDC-141667,OC(=O)C(F)(F)F.CCCCCCN1CCC(NCc2ccc(C)cc2)CC1,16
TCMDC-141708,Cc1ccc(NC(=O)NC2CCN(CCC(NC(=O)Cc3ccccc3)c3ccc(Cl)c(Cl)c3)CC2)cc1,16
TCMDC-141714,Oc1ccccc1N1CCN(CCC[C@]2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)c3ccccc3)C2)CC1,16
TCMDC-141749,COc1cc(N(Cc2ccccc2C)S(=O)(=O)Cc2ccccc2N(=O)=O)c(OC)cc1Cl,16
TCMDC-141751,OC(=O)C(F)(F)F.CN1CCC(NC(=O)c2cc(Oc3ccc4c(c3)CCN4C(=O)Nc3cccc(C(F)(F)F)c3)ccn2)CC1,16
TCMDC-141802,OC(=O)C(F)(F)F.Cc1ccc(C)c(S(=O)(=O)NCC2CCN(Cc3ccc(O)cc3)CC2)c1,16
TCMDC-141824,OC(=O)C(F)(F)F.Clc1ccc(C(=O)Nc2cccc(CN3CCCN(Cc4cccnc4)CC3)c2)cc1Cl,16
TCMDC-141913,OC(=O)C(F)(F)F.Clc1ccc(NC(=O)Nc2cccc(CCNCc3ccccc3)c2)cc1,16
TCMDC-141966,COc1cc(C(=O)NCc2nn(CCN3CCC(N4CCCC4)CC3)cc2-c2ccc(Cl)c(Cl)c2)cc(OC)c1OC,16
TCMDC-141980,COc1ccccc1OCCN(CC(O)COc1cccc2[nH]c3ccccc3c12)CC(O)COc1cccc2[nH]c3ccccc3c12,16
TCMDC-141985,OS(O)(=O)=O.COc1ccc2c(c1)Nc1c(cc(Cl)cc1)C2N,16
TCMDC-142034,COc1ccc2nccc(NN=Cc3cccc(C)n3)c2c1,16
TCMDC-142183,COc1cccc(C=NNc2cc(C)nc3ccccc23)c1,16
TCMDC-142189,Cl.NC(=N)c1cccc(OCCCOc2cccc(NC(=O)Nc3ccc(N(=O)=O)cc3)c2)c1,16
TCMDC-142190,Cl.CCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,16
TCMDC-142213,Cc1ccc2c(c1N(=O)=O)N=NCC2Oc1ccccc1,16
TCMDC-142230,O=C(C1C(c2cccc(N(=O)=O)c2)N(S(=O)(=O)c2ccc(C#N)cc2)C(c2cccc(N(=O)=O)c2)N1C1CCCCC1)c1ccccc1,16
TCMDC-123480,FC(F)(F)c1ccn(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,15
TCMDC-123506,COc1cc(C=NNc2ccnc3cc(Cl)ccc23)ccc1O,15
TCMDC-123511,FC(F)(F)c1cc(NC(=O)Nc2cccc(N(=O)=O)c2)ccc1Cl,15
TCMDC-123535,COCCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc12,15
TCMDC-123564,CCOc1ccc(C(C)NC(=O)Cc2ccccc2F)cc1OCC,15
TCMDC-123602,Cc1cc(N2CCCCC2)nc2ccc(NC(=O)c3cc(=O)c4ccccc4o3)cc12,15
TCMDC-123618,CCOc1ccc(-c2nc(NC(=O)Cc3cccc(OC)c3)sc2C)cc1,15
TCMDC-123840,O=S(=O)(N1CCN(C2CCCCC2)CC1)c1cccc2cccnc12,15
TCMDC-123937,Cc1ccc2c(n1)n(C)c(=O)n(C)c2=O,15
TCMDC-124099,C(Oc1ccccc1C=NNc1nc2ccccc2[nH]1)c1ccccc1,15
TCMDC-124104,COc1ccc(C=NNc2nc3ccccc3[nH]2)cc1O,15
TCMDC-124148,COc1ccc(C(=O)NC(Nc2ccc(N(=O)=O)cc2)C(Cl)(Cl)Cl)cc1,15
TCMDC-124245,FC(F)(F)Sc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,15
TCMDC-124407,COc1cc2nc(NCCN3CCOCC3)n3nc(-c4ccccc4)nc3c2cc1OC,15
TCMDC-124422,COc1ccc(C(=O)Nc2ccc3nc(N4CCCCC4)cc(C)c3c2)cc1OC,15
TCMDC-124488,CCOc1cc2c(cc1OCC)C(c1cc(OC)c(O)cc1Cl)NCC2,15
TCMDC-124558,CCOc1cc(-c2nnc3[nH]c(=O)n(C)c(=O)c3n2)ccc1OC(C)C,15
TCMDC-124561,Cc1cc(N(=O)=O)ccc1NC(=O)Nc1cccc(C(F)(F)F)c1,15
TCMDC-124616,COc1cccc(CN2CCCC(CCC(=O)Nc3ccc(C(F)(F)F)cc3)C2)c1O,15
TCMDC-124639,CC(C)(C)C(Cn1ccnc1)NCc1c[nH]nc1-c1ccc(-c2ccccc2)cc1,15
TCMDC-124685,Cc1c[nH]c(CCNCc2cn(-c3ccc(C)cc3)nc2-c2ccc(F)cc2)n1,15
TCMDC-124845,CCc1n[nH]c(C(=O)Nc2cccc(N3CCCC3)c2)c1C,15
TCMDC-124849,Brc1ccccc1NC(=O)CN1CCN(C(=O)c2ccco2)CC1,15
TCMDC-124975,CN(C)c1cc(C)nc(Nc2ccc(NC(=O)COc3ccccc3)cc2)n1,15
TCMDC-124976,CN(C)c1cc(C)nc(Nc2ccc(NC(=O)c3c(F)cccc3Cl)cc2)n1,15
TCMDC-125069,OC(C(c1ccc(Cl)cc1)n1ccnc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,15
TCMDC-125072,CCc1ccc(O)c(-c2cc(C(=O)Nc3ccc(OC)c(Cl)c3)[nH]n2)c1,15
TCMDC-125073,Clc1ccc2nc(NC(=O)c3csnn3)sc2c1,15
TCMDC-125095,CN(C1CCN(C)CC1)c1nccc(N2CCN(Cc3cncn3Cc3ccccc3)CC2)n1,15
TCMDC-125144,Cc1sc(NC(=O)Cc2cccc(C(F)(F)F)c2)nc1-c1cccc(Cl)c1,15
TCMDC-125374,Fc1cccc(CNc2ncc(-c3ccsc3)c(-c3nccs3)n2)c1,15
TCMDC-125408,CC(C)OCCCn1c2nc3ccc(C)cn3c(=O)c2cc(C(=O)NCCc2ccccc2)c1=N,15
TCMDC-125422,C(CNc1cc(-c2ccccc2)nc(-c2cccnc2)n1)Cn1ccnc1,15
TCMDC-125602,Clc1ccc(NC(=O)Nc2ccc3c(c2)N2C(=NCC2)S3)cc1,15
TCMDC-125608,CC(C)OC(=O)C1=C(C)NC2=C(C1c1ccccc1Cl)C(=O)CC(c1ccccc1)C2,15
TCMDC-125613,COc1cccc(C2C(C(=O)Nc3ccccc3)=C(C)N=c3sc(=Cc4ccc(O)cc4)c(=O)n32)c1,15
TCMDC-125667,COc1cc2nc(SCC(C)C)n(CCCn3ccnc3)c(=N)c2cc1OC,15
TCMDC-125726,Cl.OC(Cn1c2ccccc2n(CC=C)c1=N)c1ccc(Cl)c(Cl)c1,15
TCMDC-131303,Br.COc1nc(-n2ccc(=N)cc2)nc2ccccc12,15
TCMDC-131335,CCCCCc1cc(O)c2c(c1)OC(C)(C)CC2C1=CCN(Cc2ccccc2)CC1,15
TCMDC-131410,Cl.CN(C)CCOc1ccc2c(c1)CN(C)CC2c1ccccc1,15
TCMDC-131417,O.Cl.CCCCCc1cc(O)c2c(c1)OC(C)(C)CC2C1=CCN(Cc2cccnc2)CC1,15
TCMDC-131419,Br.NCC(=O)NC12CC3CC(CC(C3)C1)C2,15
TCMDC-131477,Cl.CC(Cc1ccc(C)cc1)NC[C@H](O)c1cccc(Cl)c1,15
TCMDC-131484,COC(=O)c1ccc(CC(C)NCC(O)c2cccc(I)c2)cc1,15
TCMDC-131520,Cl.CC(Cc1ccc(C)c(F)c1)NCC(O)c1cccc(C(F)(F)F)c1,15
TCMDC-131572,OC(=O)C(O)=O.CN1CCC(c2nc(N)no2)C1,15
TCMDC-131681,Cl.CCCCCCC(C)c1cc(O)c2c(c1)OC(=O)CC2(CC)c1ccccn1,15
TCMDC-131685,COC(=O)C(=C)NC(=O)C1CCCCC1,15
TCMDC-131847,COc1ccc(CN(C)CCCSc2ccc(NC(=O)c3cccc4c3[nH]c(-c3ccccc3)cc4=O)cc2)cc1OC,15
TCMDC-132018,COc1ccc(-c2nc(NCc3ccccc3)c3cc(OC)c(OC)cc3n2)cc1,15
TCMDC-132163,NC(=O)c1ccc(NCC(=O)Nc2cccc(-c3cccc(-c4nc5cc(F)ccc5[nH]4)c3)c2)cc1,15
TCMDC-132165,Cc1cccc2nc(-c3cccc(-c4cccc(NC(=O)CNc5ccc(C(N)=O)cc5)c4)c3)[nH]c12,15
TCMDC-132173,CC(C)COc1ccc(Cl)cc1Cc1nc(-c2nc3cccc(CN4CCN(C)CC4)c3[nH]2)cs1,15
TCMDC-132387,CCCc1cc(N2CCC(N3CCCC3)CC2)nc(Nc2ccc(OC)cc2)n1,15
TCMDC-132391,CC(CN1CCN(C)CC1)C(=O)Nc1ccc(-c2csc(-c3nc4ccccc4[nH]3)c2)cc1,15
TCMDC-132396,Cn1cncc1C(=O)Nc1cccc(-c2csc(-c3nc4ccccc4[nH]3)c2)c1,15
TCMDC-132418,CN(C1CCN(C)CC1)c1cc(C)nc(Nc2ccc(Cl)cc2)n1,15
TCMDC-132422,FC(F)(F)c1nc(-c2cccc(C(=O)N3CCN(C(=O)c4ccc5cc[nH]c5c4)CC3)c2)no1,15
TCMDC-132450,OC(=O)C(F)(F)F.CCN(CCCN1CCCCC1)c1cc(C)nc(Nc2cc(F)cc(F)c2)n1,15
TCMDC-132458,CC(C)CCN(Cc1cncn1Cc1cccc(C(F)(F)F)c1)C(=O)c1cncc(-c2ccccc2)c1,15
TCMDC-132481,Cc1cc(CNC(=O)c2ccc(-c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)s3)cc2)on1,15
TCMDC-132599,Cc1ccc(-c2ccc(Cl)cc2Oc2cnc(N)nc2N)o1,15
TCMDC-132652,OC(=O)C(F)(F)F.OC1CCN(Cc2ccc(-c3cccc(NC(=O)c4cccc(C#N)c4)c3)cc2)CC1,15
TCMDC-132669,OC(=O)C(F)(F)F.CC(C)NCc1cccc(-c2ccc(NC(=O)c3ccc(C#N)cc3)cc2)c1,15
TCMDC-132674,OC(=O)C(F)(F)F.O=C(Nc1ccc(-c2cccc(CN3CCCC3)c2)cc1)c1cccc(C#N)c1,15
TCMDC-132686,OC(=O)C(F)(F)F.NC(=O)C1CCN(Cc2cccc(-c3cccc(-c4nc5cc(F)ccc5[nH]4)c3)c2)CC1,15
TCMDC-132708,OC(=O)C(F)(F)F.FC(F)(F)c1ccc2[nH]c(-c3ccc(-c4cccc(CNCc5ccccc5)c4)s3)nc2c1,15
TCMDC-132761,OC(=O)C(F)(F)F.FC(F)(F)c1ccc2[nH]c(-c3ccc(-c4cccc(CNCCCN5CCCC5=O)c4)cc3)nc2c1,15
TCMDC-132816,OC(=O)C(F)(F)F.NCc1ccc(CNCc2cccc(-c3cccc(-c4nc5cc(F)ccc5[nH]4)c3)c2)cc1,15
TCMDC-132936,OC(=O)C(F)(F)F.Cc1cccc2nc(-c3ccc(-c4cccc(CNCc5cccc(N)c5)c4)s3)[nH]c12,15
TCMDC-132977,OC(=O)C(F)(F)F.CNc1ccc(CNCc2cccc(-c3ccc(-c4nc5ccccc5[nH]4)s3)c2)cc1,15
TCMDC-132989,OC(=O)C(F)(F)F.Cc1cccc2nc(-c3cccc(-c4cccc(CN5CCCC5CN)c4)c3)[nH]c12,15
TCMDC-133050,OC(=O)C(F)(F)F.Cc1noc(C)c1-c1cccc(CNCc2cccc(-c3cccc(-c4nc5cccc(C)c5[nH]4)c3)c2)c1,15
TCMDC-133077,OC(=O)C(F)(F)F.CS(=O)(=O)NCCCNCc1ccc(-c2cccc(-c3nc4cc(F)ccc4[nH]3)c2)cc1,15
TCMDC-133090,OC(=O)C(F)(F)F.C(NCc1cccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)c1)C1CCCO1,15
TCMDC-133117,OC(=O)C(F)(F)F.FC(F)(F)c1ccc2[nH]c(-c3cccc(-c4cccc(CN5CCN(c6ccc(C#N)cn6)CC5)c4)c3)nc2c1,15
TCMDC-133128,OC(=O)C(F)(F)F.Cc1cccc2nc(-c3ccc(-c4ccc(CN5CCC(CO)CC5)cc4)s3)[nH]c12,15
TCMDC-133138,CCCN(CC1CC1)c1ncc(-c2cccc(CNCc3ccccc3O)c2)cn1,15
TCMDC-133213,Cc1cccc2nc(-c3cccc(-c4cccc(NC(=O)Nc5ccsc5)c4)c3)[nH]c12,15
TCMDC-133312,OC(=O)C(F)(F)F.CCCCCc1ccc(NC(=O)Nc2ccc(Cn3ncc(N4CCCNCC4)c(Cl)c3=O)cc2)cc1,15
TCMDC-133319,OC(=O)C(F)(F)F.Clc1c(N2CCCNCC2)cnn(Cc2ccc(NC(=O)Nc3ccc(OCc4ccccc4)cc3)cc2)c1=O,15
TCMDC-133334,OC(=O)C(F)(F)F.COc1ccc(-c2ccc(NC(=O)c3cccc(Cl)c3)cc2)cc1CN1CCC(O)CC1,15
TCMDC-133340,OC(=O)C(F)(F)F.COc1ccc(-c2cccc(NC(=O)c3cccc(Cl)c3)c2)cc1CNC(C)C,15
TCMDC-133383,CCCNc1nc(NCc2c(C)cccc2C)nc(NC(C)(C)C)n1,15
TCMDC-133395,OC(=O)C(F)(F)F.NC1CCN(c2nc(NCCCc3ccc(O)cc3)nc(NCc3ccccc3-c3ccc(C(F)(F)F)cc3)n2)CC1,15
TCMDC-133425,OC(=O)C(F)(F)F.Nc1nccc2ccc(-c3ccc4nccn4c3)cc12,15
TCMDC-133438,OC(=O)C(F)(F)F.Cc1cc(N)ncc1-c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1,15
TCMDC-133462,COc1cccc(Nc2nc(Nc3cccc(C#N)c3)cc(C(F)(F)F)n2)c1,15
TCMDC-133566,Cl.CCn1c(-c2nonc2N)nc2c(Cl)ncc(O[C@H](CCN)c3ccccc3F)c12,15
TCMDC-133628,COc1cccc(CNC(=O)NC2CCN(c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)C2)c1,15
TCMDC-133641,Fc1ccc(Nc2nccc(NCCNC(=O)Nc3ccc4c(c3)OCO4)n2)cc1,15
TCMDC-133686,OC(=O)C(F)(F)F.CCCCCN1CCCC1CNS(=O)(=O)c1cccc(C(=O)Nc2cccc(C(F)(F)F)c2)c1,15
TCMDC-133783,OC(=O)C(F)(F)F.Oc1ccc(CCNc2nc(NCc3ccccc3-c3ccc(F)cc3)nc(N3CCNCC3)n2)cc1,15
TCMDC-133784,OC(=O)C(F)(F)F.Oc1ccc(CCNc2nc(NCc3ccccc3-c3cccc(Cl)c3)nc(N3CCNCC3)n2)cc1,15
TCMDC-133802,FC(F)(F)c1cnc(N2CCC(NC(=O)c3cccs3)CC2)c(Cl)c1,15
TCMDC-134022,COc1cccc(Nc2nc(C)cc(NC3CCN(Cc4ccccc4)CC3)n2)c1,15
TCMDC-134050,OC(=O)C(F)(F)F.CN1CCCc2cc(NC(=O)c3cc(-c4ccc(Cl)cc4)cs3)ccc2C1,15
TCMDC-134068,Cc1ccc(F)cc1S(=O)(=O)Nc1cccc(CCN2CCC(N3CCCCC3)CC2)c1,15
TCMDC-134087,Cc1cccc(S(=O)(=O)Nc2cccc(CCN3CCC(N4CCCCC4)CC3)c2)c1,15
TCMDC-134100,FC(F)(F)c1ccc2c(C(=O)NC3CCC(N4CCN(c5ccccc5C#N)CC4)CC3)n[nH]c2c1,15
TCMDC-134118,Oc1cccc(-c2cc(NC(=O)c3ccc(C#N)cc3)c3cn[nH]c3c2)c1,15
TCMDC-134217,OC(=O)C(F)(F)F.CC[C@H](C)CNC(=O)c1cccc(-c2cccc(CNCC3CNCCCO3)c2)n1,15
TCMDC-134235,OC(=O)C(F)(F)F.CC(C)CNC(=O)c1cncc(-c2ccc(CN(C)C3CCN(C)CC3)cc2)c1,15
TCMDC-134312,Cl.COc1ccc2nccc(NCC3(O)CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,15
TCMDC-134386,CC(C)NC(=O)c1ccc(-c2cccc(OCCCN3CCOC(C)(c4ccc(C)cc4)C3)c2)cc1,15
TCMDC-134477,OC(=O)C(F)(F)F.CN(C)c1ccc(-c2csc(C(=O)NC3CCN(Cc4ccc(NC(C)=O)cc4)C3)c2)cc1,15
TCMDC-134485,OC(=O)C(F)(F)F.FC(F)(F)c1cccc(CN2CCC(CNC(=O)c3cc(-c4cccc(Cl)c4)cs3)C2)c1,15
TCMDC-134486,OC(=O)C(F)(F)F.CN(C)c1ccc(-c2csc(C(=O)NCC3CCN(Cc4cccc(C(F)(F)F)c4)C3)c2)cc1,15
TCMDC-134534,Cc1c(Cl)cccc1S(=O)(=O)N1CCCCC(c2ccc(C(F)(F)F)cc2)=N1,15
TCMDC-134538,FC(F)(F)c1ccc(C2=NN(S(=O)(=O)c3cc(Cl)ccc3Cl)CCCC2)cc1,15
TCMDC-134624,OC(=O)C(F)(F)F.Oc1ccc(CN2CCN(Cc3cccc(NC(=O)c4cc5ccccc5s4)c3)CC2)cc1,15
TCMDC-134724,OC=O.O=C(Nc1ccc2c(c1)CN(Cc1ccc(N3CCCC3)o1)CCC2)c1cncs1,15
TCMDC-134791,OC(=O)C(F)(F)F.CC(C)C[C@H](Nc1cc(C)nc(NCCc2ccc(F)cc2)n1)C(=O)NC1CCCC1,15
TCMDC-134866,OC(=O)C(F)(F)F.CC(C)OCCCNC(=O)[C@H](Cc1ccccc1)Nc1cc(C)nc(NCCc2ccc(F)cc2)n1,15
TCMDC-134885,OC(=O)C(F)(F)F.Cc1cccc(CNc2nc(C)cc(NCCC(=O)Nc3ccccc3)n2)c1,15
TCMDC-134892,OC(=O)C(F)(F)F.CC(C)C[C@H](Nc1cc(C)nc(NCc2cccc(C)c2)n1)C(=O)NCCOc1ccccc1,15
TCMDC-134898,OC(=O)C(F)(F)F.CCCC(C)Nc1nc(C)cc(N[C@@H](CC(C)C)C(=O)NCCOc2ccccc2)n1,15
TCMDC-134924,OC(=O)C(F)(F)F.COc1ccc(NC(=O)[C@H](Cc2ccccc2)Nc2cc(C)nc(NCCN3CCCC3)n2)cc1,15
TCMDC-135080,COc1ccc(CN2CCC(N3CCc4cc(NC(=O)c5cc(C)on5)ccc43)C2)cc1Cl,15
TCMDC-135128,COc1cc(OC)cc(-c2nn(-c3ccc(N(=O)=O)cc3Cl)c(=S)n2Cc2ccco2)c1,15
TCMDC-135143,OC(=O)C(F)(F)F.CN1CCCN(c2cc(Br)cc(C(=O)Nc3ccc(C)c(F)c3)c2)CC1,15
TCMDC-135199,CCc1cn(C)c2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNC(C)(C)CCCC(C)C)cc12,15
TCMDC-135345,FC(F)(F)c1cccc(NC(=O)N2CCOC(CCN3CCC(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)c1,15
TCMDC-135349,COc1cc(NC(=O)N2CCOC(CCN3CCC(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,15
TCMDC-135517,CCCNC(=O)C1CCN(C(c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1,15
TCMDC-135601,COc1ccc(-c2nnc(Sc3ccc(C#N)c(N(=O)=O)c3)n2CCC(C)C)cc1,15
TCMDC-135637,Cl.COc1ccc2ncc(F)c(CCN3C4CCC3CC(NCc3cc5c(cn3)OCS5)C4)c2n1,15
TCMDC-135675,COc1ccccc1N1CCN(C(C(=O)NCc2ccc3c(c2)OCO3)c2ccc3c(c2)OCCCO3)CC1,15
TCMDC-135698,Clc1ccc(/C=C/C(=O)NCCCCCN2CCC(NC(=O)NC3CCCCCC3)CC2)cc1Cl,15
TCMDC-135705,Clc1ccc(/C=C/C(=O)NCCCCCN2CCC(NC(=O)Nc3ccc(C#N)cc3)CC2)cc1Cl,15
TCMDC-135767,Cl.COc1nc2c(CCN3CCC(NCc4ccc5c(c4)NC(=O)CO5)CC3)c(Cl)cnc2cc1F,15
TCMDC-135810,OC(=O)C(F)(F)F.Cc1nc(-c2cccc(C(=O)Nc3cnc4ccccc4c3)c2)no1,15
TCMDC-135849,Cl.COc1ccc2ncc(F)c(CCN3CCC(NCc4cc(F)c5c(c4)OCCO5)CC3)c2n1,15
TCMDC-135886,CC(C)(C)NS(=O)(=O)c1cc(C(=O)N2CCC(CCN3CCC(O)(c4cccc(C(F)(F)F)c4)CC3)(c3cccc(F)c3)CC2)c(Cl)cc1F,15
TCMDC-135891,Clc1cc(NC(=O)N2CCN(CCCCCCNC(=O)/C=C/c3ccc(Cl)c(Cl)c3)CC2)cc(Cl)n1,15
TCMDC-135908,Cl.COc1cc(F)c2ncc(Cl)c(C(O)CN3CCC(NC(=O)c4ccc5c(c4)NC(=O)CS5)CC3)c2c1,15
TCMDC-135925,Cc1[nH]c(C)c(-c2ccc(-c3ccc(F)cc3)nc2)c(=O)c1Br,15
TCMDC-135951,Cl.CCOc1ccccc1NC(=O)Nc1ccc2c(c1)CCN(C1CCC1)CC2,15
TCMDC-135978,OC(=O)C(F)(F)F.CCCc1ccc(NC(=O)c2cccc(CN3CCCN(Cc4cccc(O)c4)CC3)c2)cc1,15
TCMDC-136043,Cn1cc(CN2CCCC(COC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cn1,15
TCMDC-136078,COc1ccc2ncc(F)c([C@@H](O)CN3CCC(NCc4cc5c(c(C#N)c4)OCC5)CC3)c2n1,15
TCMDC-136103,COc1ccc(NC(=O)N2CCCN(CCCCCNC(=O)/C=C/c3ccc(Cl)cc3)CC2)cc1Cl,15
TCMDC-136140,OC(=O)C(F)(F)F.Cc1cc(NC(=O)NCCN2CCC(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)C2)c2ccccc2n1,15
TCMDC-136226,Cl.COc1ccc2ccc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,15
TCMDC-136300,Cc1[nH]c(C)c(-c2ccc(-c3cccc(Cl)c3)nc2)c(=O)c1Cl,15
TCMDC-136325,OC(=O)C(F)(F)F.O=C(Nc1cccc(CN2CCN(C(=O)c3ccccc3)CC2)c1)c1cccs1,15
TCMDC-136373,OC(=O)C(F)(F)F.COc1ccc(NC(=O)c2ccc(-c3cc(NC(=O)c4ccnc(N5CCCC5)c4)ccc3C)s2)cc1N1CCN(C)CC1,15
TCMDC-136512,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(CCc2cccc(F)c2F)nc(=O)c2ccc(N3CCN(C4CCN(C)CC4)CC3)nc12,15
TCMDC-136553,C[C@H](Nc1nc(C(Oc2ccccc2)c2ccccc2)nc2[nH]ncc12)c1ccccc1,15
TCMDC-136642,COc1ccc(Nc2nccc(-c3ccc4ccnc(NCCCCN)c4c3)n2)cc1,15
TCMDC-136652,OC(=O)C(F)(F)F.COc1ccc(F)cc1-c1csc(N(C2CCNCC2)c2ccc(F)cc2)n1,15
TCMDC-136661,CC(C)COc1ccc(Cl)cc1Cc1ccc(-c2nc3c(F)cccc3[nH]2)o1,15
TCMDC-136662,CC(C)(C)c1nn(-c2ccc(Cl)cc2)c2[nH]c(=O)c(CNCc3ccc4c(c3)OCO4)cc12,15
TCMDC-136837,Cc1ccoc1C(=O)Nc1ccc(-c2cccc(-c3nc4cccc(C)c4[nH]3)c2)cc1,15
TCMDC-136920,CC(=O)Nc1ncc(C(=O)Nc2cccc(-c3cccc(-c4nc5cccc(C)c5[nH]4)c3)c2)s1,15
TCMDC-136999,OC=O.NC1=NC(c2ccccc2)(c2ccccc2)C(=O)N1Cc1ccc(-c2cccnc2)cc1,15
TCMDC-137006,CC(C)CNC(=O)CN1C(N)=NC(c2ccccc2)(c2ccccc2)C1=O,15
TCMDC-137030,Cc1cnc(C(=O)Nc2cccc(-c3cccc(-c4nc5cccc(C)c5[nH]4)c3)c2)cn1,15
TCMDC-137036,Cc1cn(CC(=O)Nc2cccc(-c3cccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)c3)c2)c(=O)[nH]c1=O,15
TCMDC-137071,CN(C(C)=O)c1cccc(C(=O)Nc2cccc(-c3cccc(-c4nc5cccc(C)c5[nH]4)c3)c2)c1,15
TCMDC-137075,CNC(=O)Cc1ccc(C(=O)Nc2cccc(-c3cccc(-c4nc5cccc(C)c5[nH]4)c3)c2)cc1,15
TCMDC-137098,Cc1cccc2nc(-c3cccc(-c4ccc(NC(=O)C5CC(=O)Nc6ccccc65)cc4)c3)[nH]c12,15
TCMDC-137136,Cn1cc(C(=O)Nc2cccc(-c3cccc(-c4nc5cc(F)ccc5[nH]4)c3)c2)n(C)c1=O,15
TCMDC-137191,Cl.COc1cc2ncnc(Nc3ccc4nc(-c5ccccc5)[nH]c4c3)c2cc1OC,15
TCMDC-137240,COc1cc(Cc2cnc(N)nc2N)cc(OCCCCC2SC(=O)NC2=O)c1Br,15
TCMDC-137331,CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(O)=O)cc1,15
TCMDC-137474,CS(O)(=O)=O.CC1CNC(c2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(C5=NC(C)CN5)cc4)cc3)cc2)=N1,15
TCMDC-137616,CCCCNC(=N)Nc1ccc(OCCCOc2ccc(NC(=N)NCCCC)cc2)cc1,15
TCMDC-137682,COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1,15
TCMDC-137748,Cl.C1CN=C(c2ccc(-c3cc4ccc(C5=NCCN5)cc4[nH]3)cc2)N1,15
TCMDC-137799,Cl.O=C(Nc1ccc(NC2=NCCN2)cc1)c1ccc(C(=O)Nc2ccc(NC3=NCCN3)cc2)cc1,15
TCMDC-138043,COc1cc(Cc2cnc(N)nc2N)cc(OCCCCCCN2C(=O)c3ccccc3C2=O)c1OC,15
TCMDC-138252,CC(C)Cc1ccc(N2CCN(CCCCNC(=O)c3ccc(NC(=O)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc3)CC2)cc1,15
TCMDC-138299,Brc1ccc(Nc2ccnc3cc(-c4nccs4)ccc23)cc1Oc1ccnc2cc(-c3nccs3)ccc12,15
TCMDC-138330,Cc1ccc(C)c(C2CCN(CCCCNC(=O)c3ccc(NC(=O)c4ccc(Cl)cc4)cc3)CC2)c1,15
TCMDC-138344,COCCOc1cc(C)c(C2CCN(CCCCNC(=O)c3ccc(NC(=O)c4ccc(Cl)cc4)cc3)CC2)cc1C,15
TCMDC-138350,Clc1ccc(C(=O)Nc2ccc(C(=O)NCCCCN3CCC(c4ccc(N(=O)=O)cc4)CC3)cc2)cc1,15
TCMDC-138351,CCc1ccc(C2CCN(CCCCNC(=O)c3ccc(NC(=O)c4ccc(Cl)cc4)cc3)CC2)cc1,15
TCMDC-138356,Cl.OC1(c2ccc3c(c2)OCO3)CCN(CCCCNC(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)CC1,15
TCMDC-138390,COCCNCc1ccc(-c2ccc3c(Nc4ccc(Cl)cc4F)ccnc3c2)o1,15
TCMDC-138409,CN1CCN(Cc2nc(-c3ccc4c(Nc5ccc(Oc6ccccc6)cc5)ccnc4c3)cs2)CC1,15
